Id;Role;Message;Datetime;Classification;Topic;Change;TimeDelta;TimeDeltaMinutes
8GCvWIH7Pg;User;Select the false option: (a) All methods in an abstract class must be abstract. (b) An abstract class can have constructors. (c) Neither abstract classes nor interfaces can be instantiated. (d) A Java interface declares the methods without actually implementing them;2024-06-14 14:27:39;Multiple Question Exercise;Object Orientation;No;0 days 00:00:16;0.26666666666666666
8GCvWIH7Pg;User;An algorithm traverses the tree in the figure according to the following order: K, Z, D, V, F, P. It is a: (a) Inorder traversal. (b) Gaussian traversal. (c) Postorder traversal. (d) Preorder traversal. K Z P D V F;2024-06-14 14:28:00;Multiple Question Exercise;Data Structures;Yes;0 days 00:00:21;0.35
8GCvWIH7Pg;User;The result of inserting a node with key 6 in the heap shown at the right is: (a) 3 6 12 7 8 (b) 3 7 12 8 6 (c) 3 6 12 8 7 (d) 3 7 6 8 12 3 7 12 8;2024-06-14 14:28:21;Multiple Question Exercise;Data Structures;No;0 days 00:00:21;0.35
8GCvWIH7Pg;User;"For implementing stacks and queues based on deques (double-ended queues): (a) Stacks and queues cannot be implemented with deques; the deques are the ones that are implemented based on stacks and queues. (b) Neither stacks nor queues can be implemented with deques nor vice versa, i.e. deques cannot be implemented based on stacks and queues either. (c) For a queue, data are extracted from the same side as inserted; and for a stack they are extracted from the opposite side. (d) For a stack, data are extracted from the same side as inserted; and for a queue they are extracted from the opposite side.";2024-06-14 14:28:53;Multiple Question Exercise;Data Structures;No;0 days 00:00:32;0.5333333333333333
8GCvWIH7Pg;User;"Given a binary tree implemented as seen in class, the following method, which belongs to the BNode class: (a) Returns the depth of the node that the method belongs to. (b) Returns the size of the tree whose root is the node that the method belongs to. (c) Returns the height of the tree whose root is the node that the method belongs to. (d) Implements an inorder traversal of the tree whose root is the node that the method belongs to. public int method() { int x = -1; if (left != null) { x = left.method(); } if (right != null) { int y = right.method(); if (y > x) { x = y; } } return x + 1; }";2024-06-14 14:30:29;Multiple Question Exercise;Data Structures;No;0 days 00:01:36;1.6
8GCvWIH7Pg;User;Select the correct statement regarding object oriented programming in Java: (a) Inheritance models the IS-A relationship, in which the objects of the child class are also objects of the parent class. (b) Polymorphism is a mechanism that allows having several methods with the same name in the same class. (c) Java defines a multiple inheritance mechanism that allows reusing methods from several different classes. (d) The state of an object can be retrieved with the method getState;2024-06-14 14:30:54;Multiple Question Exercise;Object Orientation;Yes;0 days 00:00:25;0.4166666666666667
8GCvWIH7Pg;User;"Select what will be printed, given the following code: (a) anInt=5; aNumber value=-2 (b) anInt=5; aNumber value=2 (c) anInt=-5; aNumber value=2 (d) anInt=-5; aNumber value=-2 class Number { int value; Number(int value) { this.value = value; } static void toPositive(int anInt) { if (anInt < 0) { anInt = - anInt; } } static void toPositive(Number aNumber) { if (a.value < 0) { a.value = - a.value; } } public static void main(String[] args) { int anInt = -5; int aNumber = new Number(-2); toPositive(anInt); toPositive(aNumber) System.out.println(""anInt="" + anInt + ""; aNumber value="" + aNumber.value); } }";2024-06-14 14:31:16;Multiple Question Exercise;Java;Yes;0 days 00:00:22;0.36666666666666664
8GCvWIH7Pg;User;"Let us consider the binary search tree in the right, in which the keys are strings and the sorting criteria is the alphabetic order. If a new datum is inserted with key Ruhe"", it will be added to the tree: (a) As the right child of the ""Anfreundung"" node. (b) As the left child of the ""Sicherheit"" node. (c) It cannot be inserted, because the tree shown in the figure does not fulfil the conditions for being a binary search tree. (d) As the right child of the ""Traum"" node. Frieden Anfreundung Traum Sicherheit""";2024-06-14 14:31:31;Multiple Question Exercise;Data Structures;Yes;0 days 00:00:15;0.25
8GCvWIH7Pg;User;"Let Message be a class that represents a message in a messaging system (the dots bellow substitute already coded methods, which you can use in your answer, but whose details are not shown here for brevity): public abstract class Message { private String text; private Person from; private Person to; private int priority; public Message(String text, Person from, Person to, int priority) {...} public String getText() {...} public Person getFrom() {...} public Person getTo() {...} public int getPriority() {...} public void dispatch() {...} // sends the message public void archive() {...} // stores the message public abstract String format(); // formats the message as a String } There are no more methods or attributes in this class and you are not allowed to modify them. Question 1 (0.75 points) Write the code of the class Answer, with all its needed methods and attributes. This class inherits from Message and represents an answer to a message. Be mindful of:  The arguments of its constructor must be: the text of the answer and the original message it is responding to. The attributes from and to will be the taken from the to and from of the original message. The priority of the answer must be the same as the priority of the original message.  The format method must return the concatenation of: (1) the format's return value of the original message, between square brackets; (2) a blank space character; (3) the text of the answer";2024-06-14 14:35:13;Multiple Question Exercise;Object Orientation;Yes;0 days 00:03:42;3.7
8GCvWIH7Pg;User;"explain: public void enqueue(Tree tree) {
        Node n = new Node(tree, null)
            if(isEmpty()) {
                top=n;
            }else {
                tail.setNext(n);
            }
            tail = n;
            size++;
    }
}";2024-06-14 15:08:15;Debugging Help;Data Structures;Yes;0 days 00:33:02;33.03333333333333
8GCvWIH7Pg;User;"public boolean isLeaf() {
        return forest.isEmpty();
    }";2024-06-14 15:09:37;Debugging Help;Data Structures;No;0 days 00:01:22;1.3666666666666667
8QXiayqFhs;User;"Dado el array data = f0, 1, 2, 3g, >cu´al es el valor de data tras terminar la ejecuci´on del siguiente m´etodo?
public void mystery(int[] data) {
    if(data.length>=2) {
        for(int i=data.length; i>0; i--)
            data[i] = data[i]*data[i-1];
    }
}
(a) El m´etodo lanza una excepci´on del tipo ArrayIndexOutOfBoundsException.
(b) f0, 0, 2, 6g.
(c) f0, 2, 6, 3g.
(d) f0, 1, 2, 6g.";2024-06-22 08:37:41;Multiple Question Exercise;Java;No;0 days 00:00:00;0.0
8QXiayqFhs;User;"Dada la clase Vehicle (veh´ıculo) con el m´etodo public abstract int getMaxSpeed() que devuelve su velocidad m´axima, indica cu´al de las siguientes afirmaciones es INCORRECTA:
(a) El resto de m´etodos de la clase Vehicle tambi´en tienen que ser abstractos.
(b) Las clases derivadas de Vehicle pueden ser o no ser abstractas.
(c) S´olo se podr´a crear un objeto de una clase derivada si esa clase implementa el m´etodo getMaxSpeed().
(d) Aunque sea abstracta, Vehicle puede tener uno o varios constructores.";2024-06-22 08:39:43;Multiple Question Exercise;Object Orientation;Yes;0 days 00:02:02;2.033333333333333
8QXiayqFhs;User;porque es esa la respuesta si en una clase no es necesario que todos los metodos sean abstractos;2024-06-22 08:40:27;Student Correction;Object Orientation;No;0 days 00:00:44;0.7333333333333333
8QXiayqFhs;User;"Dada la clase A y el siguiente fragmento de c´odigo, indica cu´al ser´ıa el modo m´as adecuado de llamar a los m´etodos m1 y m2 desde el m´etodo main, una vez creado el objeto a.
public class A {
    public void m1(){ ... }
    public static void m2(){ ... }
    public static void main(String[] args) {
        A a = new A();
        ...
    }
}
(a) a.m1(); A.m2();
(b) A.m1(); A.m2();
(c) A.m1(); a.m2();
(d) a.m1(); a.m2();";2024-06-22 08:41:56;Multiple Question Exercise;Object Orientation;No;0 days 00:01:29;1.4833333333333334
8QXiayqFhs;User;seguro?;2024-06-22 08:42:02;Student Correction;Object Orientation;No;0 days 00:00:06;0.1
8VlHIuhzgl;User;que tenias que hacer para hacer herencia de objetos? dame algun ejemplo;2025-02-17 14:13:25;Code Snippet;Object Orientation;No;0 days 00:00:00;0.0
8VlHIuhzgl;User;y para los atributos? dame un ejemplo que conlleve un constructor;2025-02-17 14:14:21;Code Snippet;Object Orientation;No;0 days 00:00:56;0.9333333333333333
8VlHIuhzgl;User;gracias;2025-02-17 14:15:15;Uncategorized;Object Orientation;No;0 days 00:00:54;0.9
8VlHIuhzgl;User;y se puede hacer un doble extend?;2025-02-17 14:15:55;Conceptual Questions;Java;Yes;0 days 00:00:40;0.6666666666666666
8VlHIuhzgl;User;cuando una clase extiende de otra y luego quiero hacerle otro extend como hago a la hora de poner el super??;2025-02-17 15:03:24;Code Snippet;Java;No;0 days 00:47:29;47.483333333333334
8VlHIuhzgl;User;"public class Person{ private String dni; public Person (String dni){ this.dni = dni;  } public String toString(){ return ""Dni"" + dni "":"";  } } public class Studient extends Person{ private String nia;   public Studient(String nia, String dni){          super(dni);     this.nia = nia;           }    public String toString(){          return super.toString + ""nia:"" + nia;      }  } public class Intern extends Person{ private int salary;  public Intern(). por ejemplo aqui como implementarias intern teniendo en cuenta que solo tiene un atributo privado";2025-02-17 15:04:42;Debugging Help;Object Orientation;Yes;0 days 00:01:18;1.3
8VlHIuhzgl;User;extiende de studient no de person, perdona;2025-02-17 15:05:18;Student Correction;Object Orientation;No;0 days 00:00:36;0.6
8VlHIuhzgl;User;"crees que harian falta implementar algun tipo de get o set? solo me pide que implemente una lista que quede tal qur asi: DNI: 01100000-A DNI: 00220000-B DNI: 00030000-C, salary: 2000 DNI: 04040000-D, salary: 1500 DNI: 50500000-E, salary: 1000, department: mathematics DNI: 66600000-F, salary: 2000, department: telematics DNI: 77000000-G, NIA: 777777 DNI: 88080000-H, NIA: 888888 DNI: 90990000-I, NIA: 999999, salary: 400 DNI: 10100000-J, NIA: 101010, salary: 800 DNI: 11110000-K, salary: 2500, department: geography DNI: 12120000-L, salary: 2500, department: mathematics ; java DataBase -s DNI: 01100000-A DNI: 00220000-B DNI: 00030000-C";2025-02-17 15:12:53;Code Snippet;Object Orientation;No;0 days 00:07:35;7.583333333333333
8VlHIuhzgl;User;"public String toString(){     return super.toString() + ""salario:"" + salary; // esto es correcto??ç";2025-02-17 15:15:07;Debugging Help;Java;Yes;0 days 00:02:14;2.2333333333333334
8VlHIuhzgl;User;"como uso el main para que me haga esto:  DNI: 01100000-A DNI: 00220000-B DNI: 00030000-C, salary: 2000 DNI: 04040000-D, salary: 1500 DNI: 50500000-E, salary: 1000, department: mathematics DNI: 66600000-F, salary: 2000, department: telematics DNI: 77000000-G, NIA: 777777 DNI: 88080000-H, NIA: 888888 DNI: 90990000-I, NIA: 999999, salary: 400 DNI: 10100000-J, NIA: 101010, salary: 800 DNI: 11110000-K, salary: 2500, department: geography DNI: 12120000-L, salary: 2500, department: mathematics ; java DataBase -s DNI: 01100000-A DNI: 00220000-B DNI: 00030000-C";2025-02-17 15:18:28;Code Snippet;Object Orientation;Yes;0 days 00:03:21;3.35
BWSvQccodA;User;explicame bien como inicializar distintos problemas de listas enlazadas dependiendo que me dan;2024-06-20 21:13:52;Conceptual Questions;Data Structures;No;0 days 00:00:00;0.0
BWSvQccodA;User;linked list me referia;2024-06-20 21:14:28;Conceptual Questions;Data Structures;No;0 days 00:00:36;0.6
BWSvQccodA;User;no entiendo exactamente que es un nodo;2024-06-20 21:15:24;Conceptual Questions;Data Structures;No;0 days 00:00:56;0.9333333333333333
BWSvQccodA;User;que suele hacer el metodo front en una pila;2024-06-20 22:24:32;Conceptual Questions;Data Structures;No;0 days 01:09:08;69.13333333333334
BWSvQccodA;User;que hace front de una cola;2024-06-20 22:25:02;Conceptual Questions;Data Structures;No;0 days 00:00:30;0.5
BWSvQccodA;User;cual es la diferencia entre linkedlist y linkedque;2024-06-20 22:31:56;Conceptual Questions;Data Structures;No;0 days 00:06:54;6.9
COIkGWFwUp;User;;2025-02-15 10:01:27;Uncategorized;Uncategorized;No;0 days 00:00:00;0.0
COIkGWFwUp;User;could you help me for omnet++;2025-02-15 10:01:58;Uncategorized;Uncategorized;No;0 days 00:00:31;0.5166666666666667
EfuincT1LK;User;"import java.util.ArrayList;
public class ManejadorArrayList {
    private ArrayList<MiObjetoGenerico> listaObjetosGenericos;
    
    public ManejadorArrayList(ArrayList<MiObjetoGenerico> listaObjetosGenericos) {
        this.listaObjetosGenericos = listaObjetosGenericos;
    }
    
    public ManejadorArrayList() {
        listaObjetosGenericos = new ArrayList<MiObjetoGenerico>();
    }
    
    public void addObjetoGenerico(MiObjetoGenerico objeto) {
        this.listaObjetosGenericos.add(objeto);
    }
    
    public boolean removeObjetoGenerico(MiObjetoGenerico objeto) {
        return this.listaObjetosGenericos.remove(objeto);
    }";2024-06-20 18:03:41;Debugging Help;Java;No;0 days 00:00:00;0.0
EfuincT1LK;User;como se hace el metodo add;2024-06-20 18:03:56;Debugging Help;Java;No;0 days 00:00:15;0.25
EfuincT1LK;User;"que hace esto public ManejadorArrayList() {
    listaObjetosGenericos = new ArrayList();
}";2024-06-20 18:07:10;Debugging Help;Java;No;0 days 00:03:14;3.2333333333333334
EfuincT1LK;User;en español;2024-06-20 18:07:25;Language change;Java;No;0 days 00:00:15;0.25
EfuincT1LK;User;es necesario ese constructor o con el de arriba es suficiente;2024-06-20 18:08:00;Debugging Help;Java;No;0 days 00:00:35;0.5833333333333334
EfuincT1LK;User;como ha hecho el metodo add;2024-06-20 18:08:16;Conceptual Questions;Java;No;0 days 00:00:16;0.26666666666666666
EfuincT1LK;User;"este es el metodo add public void addObjetoGenerico(MiObjetoGenerico objeto) {
    this.listaObjetosGenericos.add(objeto);
}";2024-06-20 18:09:13;Debugging Help;Java;No;0 days 00:00:57;0.95
EfuincT1LK;User;como ha usado el .add dentro del metodo?;2024-06-20 18:09:45;Debugging Help;Java;No;0 days 00:00:32;0.5333333333333333
EfuincT1LK;User;entonces .add esta por defecto cuando usas array list?;2024-06-20 18:10:17;Conceptual Questions;Java;No;0 days 00:00:32;0.5333333333333333
FExcSeLld9;User;Que es StackOverflowError;2024-05-29 10:01:03;Conceptual Questions;Java;No;0 days 00:00:00;0.0
FExcSeLld9;User;cual es la diferencia entre ++m y m++;2024-05-29 10:02:11;Conceptual Questions;Java;No;0 days 00:01:08;1.1333333333333333
FExcSeLld9;User;"Dado el siguiente método recursivo, ¿qué frase es correcta si este método se llama con a igual a 4 y h igual a 2? public static int method(int a, int b){ if(a ‹ b){ return 2; jelse{ } Seleccione una: O O a. Es una recursión en cascada. b. La llamada method(4,2) lleva a un StackOverflowError. c. La llamada method(4,2) devuelve 4 como resultado. d. La llamada method(4,2) devuelve 6 como resultado.";2024-05-29 10:03:41;Multiple Question Exercise;Recursion;Yes;0 days 00:01:30;1.5
FExcSeLld9;User;"cual es la diferencia con este otro metodo: Dado el siguiente método recursivo, qué frase es correcta si se llama a este método con n igual a 4 y m igual a 3. public static int method(int n, int m) { if(n < m)t return 3; }else{ return 2*method (n--, ++m); Seleccione una: O a. La llamada a method(4,3) devuelve 12 como resultado. b. La llamada a method(4,3) devuelve 6 como resultado. c. La Ilamada a method(4,3) causa un StackOverflowError d. Este es un caso de recursión lineal no por la cola.";2024-05-29 10:04:55;Multiple Question Exercise;Recursion;No;0 days 00:01:14;1.2333333333333334
FExcSeLld9;User;pero cual es la diferencia entre los dos metodos;2024-05-29 10:05:56;Conceptual Questions;Recursion;No;0 days 00:01:01;1.0166666666666666
FExcSeLld9;User;cual es la condicion base de la que hablas;2024-05-29 10:06:13;Conceptual Questions;Recursion;No;0 days 00:00:17;0.2833333333333333
FExcSeLld9;User;enseñame una interfaz;2024-05-29 13:08:07;Code Snippet;Java;Yes;0 days 03:01:54;181.9
FExcSeLld9;User;con atributos;2024-05-29 13:08:22;Code Snippet;Java;No;0 days 00:00:15;0.25
FiQSF1IguO;User;hola! No consigo entender la diferencia entre sobrecarga y sobreescritura de métodos;2024-05-29 08:25:44;Conceptual Questions;Object Orientation ;No;0 days 00:00:00;0.0
FotjhBzSRG;User;en un metodo recursivo, porque se da stackOverflowError;2024-05-29 11:38:25;Conceptual Questions;Java;No;0 days 00:00:00;0.0
FotjhBzSRG;User;en un método de una lista enlazada porque se lanza nullPointyerException;2024-05-29 11:40:47;Conceptual Questions;Java;No;0 days 00:02:22;2.3666666666666667
FotjhBzSRG;User;que significa arrayoutofboundsexception;2024-05-29 11:42:22;Conceptual Questions;Java;No;0 days 00:01:35;1.5833333333333333
FotjhBzSRG;User;como funciona la busqueda binaria;2024-05-29 11:56:49;Conceptual Questions;Data Structures;Yes;0 days 00:14:27;14.45
GpQaH0Aw7A;User;"Dado el método void reduceFraction(int numerator, int denominator), que imprime el resultado de una fracción reducida a partir del numerador (numerator) y denominador (denominator) de una fracción pasados como argumentos. Indica cuales serían dos ejemplos válidos de dos clases de equivalencia distintas. El método funciona de la siguiente manera: si pasamos como numerador 2 y como denominador 10, debería imprimir la fracción simplificada ""1/5"". Por otro lado, si pasamos como numerador 1 y como denominador 3, debería imprimir la fracción simplificada ""1/3"", porque no se puede simplificar más. a. numerator1 = 2, denominator1= 5, y numerator2 = 3, denominator2= 6; *** b. numerator1 = 2, denominator2= 5, y numerator2 = 5, denominator2= 2; c. numerator1 = 2, denominator2= 5, y numerator2 = 7, denominator2= 3; d. numerator1 = 1, denominator2= 5, y numerator2 = 7, denominator2= 3;";2024-06-12 16:44:39;Multiple Question Exercise;Testing;No;0 days 00:00:00;0.0
GpQaH0Aw7A;User;que hace el metodo Math.max;2024-06-12 17:07:28;Conceptual Questions;Java;Yes;0 days 00:22:49;22.816666666666666
GrErddLmx3;User;como es el bubble sort algorithm;2024-05-28 21:01:39;Conceptual Questions;Sorting;No;0 days 00:00:00;0.0
GrErddLmx3;User;y el selection sort;2024-05-28 21:02:20;Conceptual Questions;Sorting;No;0 days 00:00:41;0.6833333333333333
GrErddLmx3;User;y el insertion sort;2024-05-28 21:02:42;Conceptual Questions;Sorting;No;0 days 00:00:22;0.36666666666666664
HMtbnbdNFI;User;que significa que un objeto es instancia de una clase;2024-06-21 11:26:40;Conceptual Questions; Object Orientation;No;0 days 00:00:00;0.0
HMtbnbdNFI;User;como funciona el heapsort;2024-06-21 11:28:05;Conceptual Questions;Sorting;Yes;0 days 00:01:25;1.4166666666666667
HMtbnbdNFI;User;si, quiero ver un ejemplo con un array de 5 numeros;2024-06-21 11:28:46;Code Snippet;Sorting;No;0 days 00:00:41;0.6833333333333333
HMtbnbdNFI;User;puedes explicar el paso a paso sin el codigo?;2024-06-21 11:29:12;Debugging Help;Sorting;No;0 days 00:00:26;0.43333333333333335
HMtbnbdNFI;User;puedes hacer el paso a paso con el array aterior;2024-06-21 11:30:21;Debugging Help;Sorting;No;0 days 00:01:09;1.15
HMtbnbdNFI;User;¿Cuántos swaps se necesitan para ordenar de menor a mayor el siguiente array 5,3,4,1,2 utilizado Heap Sort? Seleccione una: a. 8 b. 9 c. 7 d. 6 Al;2024-06-21 11:33:25;Multiple Question Exercise;Sorting;No;0 days 00:03:04;3.066666666666667
HMtbnbdNFI;User;necesito usar el metodo heapsort;2024-06-21 11:34:47;Code Snippet;Sorting;No;0 days 00:01:22;1.3666666666666667
HMtbnbdNFI;User;dado el monticulo minheap 1,2,7,8,5,10,9, cuando se añade el valor 4, cuantos cambios hay que realizar;2024-06-22 08:12:37;Conceptual Questions;Sorting;No;0 days 20:37:50;1237.8333333333333
HMtbnbdNFI;User;dado el monticulo minheap [1,2,7,8,5,10,9], cuando se añade el valor 4, cuantos cambios hay que realizar;2024-06-22 08:15:51;Conceptual Questions;Sorting;No;0 days 00:03:14;3.2333333333333334
HMtbnbdNFI;User;cuando una recursion es anidada;2024-06-23 09:42:54;Conceptual Questions;Recursion;Yes;1 days 01:27:03;1527.05
HMtbnbdNFI;User;en que se dicerencia con la recursion en cascada;2024-06-23 09:43:21;Conceptual Questions;Recursion;No;0 days 00:00:27;0.45
HMtbnbdNFI;User;puedes poner un eemplo de cada una?;2024-06-23 09:43:57;Code Snippet;Recursion;No;0 days 00:00:36;0.6
HWbe9EfN9G;User;que tipos de recursion hay;2024-05-28 20:56:42;Conceptual Questions;Recursion;No;0 days 00:00:00;0.0
K3H4qUU37A;User;me puedes hacer un codigo para el bubble sort;2024-05-29 08:48:01;Complete Solution;Sorting;No;0 days 00:00:00;0.0
K3H4qUU37A;User;y en generico;2024-05-29 08:50:56;Code Snippet;Sorting;No;0 days 00:02:55;2.9166666666666665
Ln4nHSEVks;User;"Dado el siguiente método que calcula el enésimo término de la serie de Fibonacci:  public static int fibonacci(int n) {  if (n <= 1) {  return n;  }  return fibonacci(n- 1) + fibonacci(n- 2);  } a) Elmétodorepresenta una recursión en cascada.  b) Elmétodorepresenta una recursión anidada.  c) Elmétodorepresenta una recursión lineal por la cola.  d) Elmétodorepresenta una recursión lineal no por la cola";2024-05-27 12:29:52;Multiple Question Exercise;;;0 days 00:00:00;0.0
Ln4nHSEVks;User;Diferencias entre recursión en cascada, anidada, lineal por la cola y lineal no por la cola;2024-05-27 12:30:39;Conceptual Questions;;;0 days 00:00:47;0.7833333333333333
Ln4nHSEVks;User;"Dado el siguiente método recursivo. Suponiendo que llamamos al método recursion(c) con c = 5;  Seleccione la respuesta correcta.  public static int recursion(int c) {  if(c==1) {  System.out.println(""base case"");  return 1;  }else {  System.out.println(""recursive case"");  return recursion(c-1);  }  }  a) Elmensaje ""recursive case"" se imprimirá cuatro veces y el mensaje ""base case"" 1.  b) Elmensaje ""recursive case"" se imprimirá cinco veces y el mensaje ""base case"" 1.  c) Elmensaje ""recursive case"" se imprimirá tres veces y el mensaje ""base case"" 1.  d) Larecursión no converge y el compilador lanzará un error del tipo ""StackOverFlow"".";2024-05-27 12:41:08;Multiple Question Exercise;;;0 days 00:10:29;10.483333333333333
Ln4nHSEVks;User;"Dado el siguiente método recursivo. Suponiendo que llamamos al método recursion(c) con c = 5;  Seleccione la respuesta correcta.  public static int recursion(int c) {  if(c==1) {  System.out.println(""base case"");  return 1;  }else {  System.out.println(""recursive case"");  return recursion(c-1);  }  }  a) Elmensaje ""recursive case"" se imprimirá cuatro veces y el mensaje ""base case"" 1.  b) Elmensaje ""recursive case"" se imprimirá cinco veces y el mensaje ""base case"" 1.  c) Elmensaje ""recursive case"" se imprimirá tres veces y el mensaje ""base case"" 1.  d) Larecursión no converge y el compilador lanzará un error del tipo ""StackOverFlow"".";2024-05-27 12:43:28;Multiple Question Exercise;;;0 days 00:02:20;2.3333333333333335
Ln4nHSEVks;User;Una delas ventajas de las listas enlazadas es que:  a) Concatenación y partición listas con coste independiente del tamaño de las listas.  b) Lainserción y extracción de datos de nodos tiene siempre un coste dependiente del tamaño  de la lista.  c) Necesitan un bloque de memoria contiguo, lo que es especialmente ventajoso cuando la lista  está parcialmente llena.  d) Nosonestructuras de datos lineales, ya que cada nodo puede ocupar posiciones de  memoria no contiguas.;2024-05-27 12:44:39;Multiple Question Exercise;;;0 days 00:01:11;1.1833333333333333
Ln4nHSEVks;User;En árboles binarios, explicar el concepto de montículos;2024-05-27 12:58:27;Conceptual Questions;;;0 days 00:13:48;13.8
Ln4nHSEVks;User;Dado el siguiente árbol binario de enteros representado por el siguiente array, es un montículo máximo  (max-heap)?  {101, 100, 96, 98, 95, 70, 95, 99, null, null , null , null , null , null} a) Noesunmontículo máximo, porque hay nodos para los que su clave es menor que la de su  hijo.  b) Esunmontículo máximo.  c) Noesunmontículo, porque no es un árbol binario completo.  d) Siesunmontículo, pero es mínimo;2024-05-27 13:00:32;Multiple Question Exercise;;;0 days 00:02:05;2.0833333333333335
Ln4nHSEVks;User;"Dado el siguiente árbol binario de Strings representado por el siguiente array, qué tipo de  recorrido habrá que hacer para que, concatenando el contenido de sus nodos según se recorre, de  lugar a la String ""Pienso, luego existo""  {""Pienso"", null, ""existo"" , null, null, ""luego"", null, null, null, null, null, "","" , null, null, null}  a) In-order  b) Post-order  c) Pre-order  d) Esimposible componer esa cadena con ninguno de los anteriores";2024-05-27 13:03:54;Multiple Question Exercise;;;0 days 00:03:22;3.3666666666666667
Ln4nHSEVks;User;Diferencias de recorrer un árbol en a) In-order b) Post-order c) Pre-order;2024-05-27 13:05:29;Conceptual Questions;;;0 days 00:01:35;1.5833333333333333
Ln4nHSEVks;User;"{Pienso"", null, ""existo"" , null, null, ""luego"", null, null, null, null, null, "","" , null, null, null} hazme este árbol binario y enseñame como se recorre en a) In-order b)Post-order c)Pre-order""";2024-05-27 13:14:03;Multiple Question Exercise;;;0 days 00:08:34;8.566666666666666
Ln4nHSEVks;User;Descríbeme cada método de ordenación;2024-05-27 13:24:19;Conceptual Questions;;;0 days 00:10:16;10.266666666666667
Ln4nHSEVks;User;incluye el heapsort;2024-05-27 13:24:32;Conceptual Questions;;;0 days 00:00:13;0.21666666666666667
Ln4nHSEVks;User;"public static void sorting (int[] a){  for (int i =0; i<a.length;i++) {  int tmp = a[i];  int j = i;  while(j>0 && tmp<a[j-1]) {  a[j] = a[j-1];  j--;  }  a[j] = tmp;  }  }  a) Uninsertion sort.  b) Unbubblesort para ordenación ascendente. c) Unbubblesort para ordenación descendente.  d) Unheapsort.";2024-05-27 13:32:32;Multiple Question Exercise;;;0 days 00:08:00;8.0
Ln4nHSEVks;User;Dime porqué es un insertion sort;2024-05-27 13:33:11;Debugging Help;;;0 days 00:00:39;0.65
Ln4nHSEVks;User;Cómo sería si fuera un bubble sort;2024-05-27 13:34:00;Conceptual Questions;;;0 days 00:00:49;0.8166666666666667
Ln4nHSEVks;User;"Clase LinkedQueue  public class LinkedQueue implements Queue {  private Node top;  private Node tail;  private int size;  public boolean isEmpty() {...}  public int size() {...}  public E front() {...}  public void enqueue(E item) {...}  public E dequeue() {...}  public void removeItem(E item) {  // Completar método en Apartado 2.1  }  }  Clase Truck  public class Truck implements Comparable{  private String brand;  private String product;  private int shippingNumber;  public Truck(String brand, String product, int shippingNumber) {  this.brand = brand;  this.product = product;  this.shippingNumber = shippingNumber;  }  public String getBrand() { return brand;}  public String getProduct() { return product;}  public int getShippingNumber(){ return shippingNumber;}  public int compareTo(Object object) {...}  }  Clase TruckScheduling  public class TruckScheduling {  public static void main(String[] args) {  // Completar en Apartado 2.2  }  Apartado1.1removeItem(1.5puntos)  ImplementaelmétodoremoveItemqueeliminadelacolaelelemento(E info)quesepasapor  argumento.Piensaqueinfo representaunobjetodelaclase Truck,esdeciruncamión.El  objetivodelmétodoremoveItemessacarcamionesdelacolaqueporalgunarazónnopueden  esperarsuturnoparaserdescargadosenelpuertoytienenqueabandonarlacola.Sielelementonose  encuentraenlacolanoseborraningúnelementodelamisma.Consideraqueenlacolahaycomo Universidad Carlos III de Madrid  Departamento de Ingeniería Telemática  Grado en Tecnologías de las Telecomunicaciones  mucho un elemento con valor info. Es decir, no hay elementos repetidos. Recuerda actualizar el  tamaño de la cola como corresponda.  NOTA1: Para eliminar un elemento, este tiene que ser igual a info. Esto quiere decir que los  valores de todos sus atributos deben coincidir. Observa que la clase Truck contiene un método para  hacer precisamente esa comparación.  NOTA2: Tenencuenta las particularidades de los casos en los que la cola está vacía, la cola tiene un  solo elemento; o el elemento a eliminar es el último o el primero.";2024-05-28 16:23:23;Complete Solution;;;1 days 02:49:23;1609.3833333333334
Ln4nHSEVks;User;Problema 3. Estructuras de Datos (2/ 7 puntos)  Para el desarrollo del problema, se proporciona la interfaz BTree, que contiene todos los métodos  necesarios para implementar la clase LBTree- La clase LBTree permite almacenar todos  los alumnos del colegio Hogwarts modelando un árbol binario. Además, se proporciona la clase  LBNode que representa a los nodos del árbol binario y la clase Wizard, que representa la  información de cada nodo. La clase WizardsHogwarts está compuesta por un método main (que  deberá completar en el apartado 3.2). Universidad Carlos III de Madrid  Departamento de Ingeniería Telemática  Grado en Tecnologías de las Telecomunicaciones  FIGURA1  Apartado 1 (1 punto)  Programa el método getNumberWizards en la clase LBTreeTree, que devuelva el número de magos  que pertenezcan a la casa dada por parámetro.  public int getNumberWizards (String hogwartsHouse)  IMPORTANTE: El método debe implementarse de forma recursiva. Cualquier otra implementación  no será válida.;2024-05-28 16:43:24;Complete Solution;;;0 days 00:20:01;20.016666666666666
Ln4nHSEVks;User;dame el código de un selection short;2024-05-29 10:55:47;Complete Solution;;;0 days 18:12:23;1092.3833333333334
Ln4nHSEVks;User;dame el código para java para un selection sort;2024-05-29 10:56:18;Complete Solution;;;0 days 00:00:31;0.5166666666666667
NwfUCj8zyl;User;como se calcula la altura de un arbol;2024-05-29 08:34:28;Conceptual Questions;Data Structures;No;0 days 00:00:00;0.0
NwfUCj8zyl;User;y sin tener que hacer ningún código?;2024-05-29 08:35:07;Conceptual Questions;Data Structures;No;0 days 00:00:39;0.65
