User,Number of Sessions
2e5eb579-d679-11ee-8855-31b4de29352f,1.0
2e62d628-e88f-11ef-8e4f-a741268999a6,1.5
2e6431ef-edf9-11ef-85a1-27b3f68b7afa,1.0
2e773205-d4e1-11ee-ab36-7102011e42a4,1.0
2e779c74-d284-11ee-a8e6-3bf7ba39a171,1.0
2e866ca6-e88f-11ef-8a10-99765e4fe29f,1.0
2e8a6739-e88f-11ef-909f-a741268999a6,1.0
2ea35cd7-96ee-11ef-adfd-bb5ff0c900eb,1.0
2ecd0806-96ee-11ef-a3c7-c1b14134ca3f,1.0
2ef1fd18-d4e1-11ee-9aa1-ad3e7ca2bf63,3.0
2f03836d-edf9-11ef-b2c4-27b3f68b7afa,1.0
2f19f5f2-d284-11ee-9851-cd792345efdb,1.0
2f258cc3-edf9-11ef-9e09-d53b980f1141,1.6666666666666667
2f3164d1-d4e1-11ee-998d-7102011e42a4,1.0
2f4c0921-87b0-11ee-b75d-9de8ebbd66f9,1.0
2f5cf3d1-d284-11ee-8e85-05951e0fe6ee,1.0
2f6093b1-d284-11ee-b358-6bf879700666,1.0
2faa341c-d284-11ee-9fcf-3bf7ba39a171,1.0
2fab9df7-d679-11ee-b299-2b273b954930,1.0
2faca0b9-96ee-11ef-aeea-0deadceb4de1,1.0
2fb68c00-0d6d-11ef-8960-89849b74f96a,2.0
2fc99927-08b6-11ef-b029-51dd1b17511b,1.0
2fd689c6-08b6-11ef-8749-51dd1b17511b,1.0
2fd77d66-d4e1-11ee-be6b-e9338261a59f,1.0
2fea3f32-e88f-11ef-8dc6-a741268999a6,1.0
2fec5fa0-e88f-11ef-8b5a-3348ec9c5bac,3.0
3006c35c-edf9-11ef-8091-e97a35e3e4d9,1.0
300c1eb1-edf9-11ef-83fe-eb1b9fa18b07,1.5
301407ae-96ee-11ef-85e3-6fe804336e99,1.0
301762ef-96ee-11ef-92a9-ab9878b42587,1.0
302921fa-1224-11ef-a52f-fb5497c7d03c,1.0
30515aa8-edf9-11ef-a8d4-930bff8f3a84,1.0
30718992-edf9-11ef-8bbb-9b6e6ea2ec07,1.0
307bcabc-d4e1-11ee-affc-51dee86bb1ce,1.0
3086d7d9-e88f-11ef-b04e-f314e81a728f,1.0
3097e230-edf9-11ef-9e33-27b3f68b7afa,1.0
309f885b-0593-11f0-8968-97943c8e8104,1.0
30b3939d-0d6d-11ef-bae2-631a1f54c1e0,1.0
30b9cc55-edf9-11ef-a599-9b6e6ea2ec07,1.0
30bced88-edf9-11ef-ae1b-f7ac6ef6659b,1.0
30c686d1-0593-11f0-adee-974e8a2b0a45,1.0
30ceb5ec-0d6d-11ef-a0f9-596e6f7c7307,1.0
30d82f4c-1224-11ef-ae31-5ffc0b870167,1.0
30deb4cf-1224-11ef-8efc-5dad93e718fe,1.0
30df5c24-96ee-11ef-b860-0506a06238b1,1.5
30e03ab7-df21-11ef-a764-a9b26c2baa07,1.0
3106ac65-edf9-11ef-ab1f-27b3f68b7afa,1.3333333333333333
3108db6a-08b6-11ef-9351-fd6c9f616d98,1.0
312ea401-0593-11f0-972a-974e8a2b0a45,1.0
31353dd2-08b6-11ef-825a-c10c2a8c31b0,1.0
3170e7b2-0593-11f0-926c-f334661aa5f2,1.0
318b2b68-e88f-11ef-949e-3348ec9c5bac,1.5
318d3ad3-e88f-11ef-a6d3-7d3366484edb,1.0
318ed630-0593-11f0-b8b4-974e8a2b0a45,1.0
318f0842-df21-11ef-9405-f528e0f9b4e1,1.0
319cc0a9-edf9-11ef-8936-f7ac6ef6659b,1.0
31ade659-0593-11f0-b9ab-f334661aa5f2,1.0
31aefa29-87af-11ee-b8a9-f15634ef6b75,1.0
31b02368-0fb2-11f0-a657-4dbad88b522d,1.0
31cd0274-1224-11ef-a9de-f529ed8f2539,1.5
31d2586b-df21-11ef-a9c1-35c108d1d962,1.0
31d9b047-0fb2-11f0-8655-a79ebff46488,2.0
31e2165c-edf9-11ef-8b53-cf930d6dd3d0,1.0
31edaaa1-7aac-11ef-9653-bb3a31c36637,1.0
31f3fc12-0593-11f0-a6fa-974e8a2b0a45,1.0
31f5c0bb-df21-11ef-bad1-7d655228c349,1.3333333333333333
31fc52a3-e88f-11ef-9c7c-292a21f604f4,1.0
3213e7f4-d284-11ee-87b0-37736c650107,1.0
321a697e-df21-11ef-a2c6-213f1ed41839,1.0
321c6d20-0593-11f0-88d2-97943c8e8104,1.0
321e8ca8-e88f-11ef-8b87-73567ee18e8f,1.5
32261bf4-e88f-11ef-a66f-e30a54920aa4,1.0
322c43d2-96ee-11ef-844a-0deadceb4de1,1.0
3246a0bb-e88f-11ef-a25d-a741268999a6,1.0
325c7242-df21-11ef-903c-83d93b3f3a0a,1.0
3293c5bb-e88f-11ef-8b16-292a21f604f4,1.0
32c5c304-87b0-11ee-aca2-f5f3912334d5,1.0
32d562cd-0593-11f0-b54d-974e8a2b0a45,1.0
32e45ccd-87af-11ee-9ca4-7f241295132f,1.0
32f49c0c-0593-11f0-9747-974e8a2b0a45,1.0
332f03f6-df21-11ef-86ce-d933b316e436,1.0
335d5f63-0593-11f0-b658-1d5e0f1f85c6,1.0
336644eb-0593-11f0-bc8f-f334661aa5f2,1.75
3370d4ff-e88f-11ef-97e5-2fa2b8eb8941,1.0
33805557-0593-11f0-b7aa-1d5e0f1f85c6,1.0
3380c802-0593-11f0-9838-97943c8e8104,1.0
3391805b-e88f-11ef-a0f1-73567ee18e8f,2.0
33a0f005-edf9-11ef-967d-091eeb8ac175,1.0
33a2660b-0593-11f0-8594-1d5e0f1f85c6,1.0
33b444a9-df21-11ef-a851-213f1ed41839,1.0
33d1627a-edf9-11ef-9d7e-27b3f68b7afa,1.0
33d7e59f-e88f-11ef-b39b-4daaa2e7cddd,1.0
33e12d41-df21-11ef-be55-edfa97b8455c,1.0
33e71a07-df21-11ef-a0d0-b59f053f10e1,1.0
34087953-0593-11f0-860e-1d5e0f1f85c6,1.0
3425bcf2-edf9-11ef-995e-9b6e6ea2ec07,1.0
3428f7dc-0593-11f0-a3af-c5fb62efa031,1.0
344b5acb-edf9-11ef-9d9f-27b3f68b7afa,1.0
344fd031-e88f-11ef-87ac-f314e81a728f,1.0
34514fd0-0593-11f0-a524-97943c8e8104,3.0
345a1347-87b0-11ee-8265-f5f3912334d5,2.0
347784d2-edf9-11ef-8789-41e3c39f22a0,1.0
34979c0f-e88f-11ef-b6cf-b569de96aee3,1.0
34a41633-7a10-11ef-982b-a79602f9ea58,1.0
34a4f143-edf9-11ef-a1ae-b7a044066491,1.0
34cc5eee-0593-11f0-ae9d-f334661aa5f2,1.0
34e09535-e88f-11ef-af16-b569de96aee3,1.5
34e62e09-87b0-11ee-b5a5-3fda0428ff79,1.0
35060ab0-b960-11ee-b12d-0946a564588c,1.0
351521d9-d4e1-11ee-836c-9baaf5210b6b,1.0
351ad8de-0593-11f0-8729-97943c8e8104,1.0
3530c1fc-edf9-11ef-b52e-cf930d6dd3d0,1.0
355b1e4a-0593-11f0-baa6-97943c8e8104,1.0
356e16e0-df21-11ef-8fb2-35c108d1d962,1.5
357f88ce-d4e1-11ee-b98b-1b1cc87337f4,1.0
3588db22-e88f-11ef-bedf-3348ec9c5bac,1.5
3589e7ce-e88f-11ef-8b7b-a741268999a6,1.5
358dd882-edf9-11ef-813f-3955af1868fd,1.5
3596cd4c-df21-11ef-9538-abc984e886c1,1.0
3598231a-b960-11ee-8e1d-332b54099815,1.0
359b3a66-d4e1-11ee-be90-ad3e7ca2bf63,1.0
359ce23a-0593-11f0-a581-297d99cd6d3f,1.0
35a20f8b-87b0-11ee-beb1-c7194e2b053a,1.5
35b28839-e88f-11ef-b0f0-2fa2b8eb8941,1.0
35b28c36-0593-11f0-bc96-1d5e0f1f85c6,1.0
35cd84af-edf9-11ef-bfcc-cf930d6dd3d0,1.0
35cff1b0-0593-11f0-854b-97943c8e8104,1.0
35cff70a-0593-11f0-8cb4-1d5e0f1f85c6,1.0
35ff3828-df21-11ef-bdd6-35c108d1d962,1.0
3601ae1b-df21-11ef-af33-472ce894232d,1.0
3638e807-d4e1-11ee-9f62-85b4a2d96a7f,1.0
364db015-edf9-11ef-b3ec-3955af1868fd,2.0
365bb7f7-df21-11ef-9a16-4feeabfb60fa,1.5
365e4fb1-d4e1-11ee-a20b-ddf635a098af,1.0
3666f019-87af-11ee-a50e-b7631fc4454a,1.0
367cff09-0593-11f0-bd8e-97943c8e8104,1.0
367dd780-0593-11f0-9f49-297d99cd6d3f,1.3333333333333333
36b629d2-e88f-11ef-9fcf-3348ec9c5bac,1.0
36b7b67b-edf9-11ef-84fb-41e3c39f22a0,1.0
36c53448-0593-11f0-80a2-297d99cd6d3f,1.0
36c64531-0593-11f0-8dcf-c5fb62efa031,1.0
36e16e1e-e88f-11ef-b774-b569de96aee3,1.0
36eaf071-0593-11f0-a872-c5fb62efa031,2.0
37049dd3-edf9-11ef-bd2e-cf930d6dd3d0,1.0
3704d197-e88f-11ef-a920-7912cedce8f5,1.0
370691a8-edf9-11ef-a68a-3955af1868fd,1.0
3709b852-0593-11f0-91b5-f334661aa5f2,3.0
37379bf2-df21-11ef-b862-3ddce4ecfd1f,1.0
3745677f-87b0-11ee-9174-c14a6c4c1780,1.0
374c5bec-edf9-11ef-add6-3955af1868fd,1.0
37629774-b960-11ee-ad8b-ebbcca50b0d1,1.0
376b7d6b-edf9-11ef-9ffd-41e3c39f22a0,2.0
376d1ce5-87b0-11ee-9aaa-5f9322fa68ca,1.0
377b1044-e88f-11ef-a712-959c66a8766f,1.0
377e7309-0593-11f0-9166-f334661aa5f2,1.0
3783f972-df21-11ef-b6c5-ddf272f25e9e,1.25
37a7f0d1-e88f-11ef-af07-a5abd5f5f900,1.0
37b130e3-df21-11ef-a689-f528e0f9b4e1,1.0
37b318ce-b960-11ee-a3e0-990bf6e07995,1.0
37b8a530-edf9-11ef-a189-27b3f68b7afa,1.0
37bb90f3-edf9-11ef-872f-cf930d6dd3d0,1.0
37bb983a-edf9-11ef-abf6-3955af1868fd,1.0
37c6119a-e88f-11ef-a0c5-73567ee18e8f,1.0
37f41347-e88f-11ef-a2f7-bf1ae9272d3d,1.0
3809a011-edf9-11ef-97ab-7313a456c1ff,1.0
3828a67b-edf9-11ef-bf39-69a4e232a2a8,1.0
382aceec-0593-11f0-b628-297d99cd6d3f,1.0
38300451-0593-11f0-bcb4-f334661aa5f2,1.0
38335503-df21-11ef-b1d6-d73dcc32d406,2.0
385bd805-df21-11ef-9b58-a9b26c2baa07,1.0
38800e41-edf9-11ef-9a90-930bff8f3a84,1.0
3880d047-c9d9-11ee-81ed-13cfff1afe19,1.0
3884353b-e88f-11ef-ab36-f3ef9c19d426,1.0
388b98a0-0593-11f0-99f5-97943c8e8104,1.75
38ba0eef-df21-11ef-86d0-d73dcc32d406,3.0
38d9ba5d-df21-11ef-86ad-edfa97b8455c,1.0
38f34561-e88f-11ef-8163-ab10aa310123,1.0
38f5047c-edf9-11ef-8477-e51392634454,1.0
391249c3-df21-11ef-99f6-b59f053f10e1,1.0
39311671-87b0-11ee-b209-33f3de93faa9,1.8571428571428572
3959551c-0593-11f0-adf2-c5fb62efa031,1.0
399203d6-edf9-11ef-bc52-4d6da9ecb0c1,1.0
39a98293-edf9-11ef-8266-f7ac6ef6659b,1.0
39d009f8-edf9-11ef-98b8-b7a044066491,1.0
39d0d219-edf9-11ef-9236-f72927add136,1.0
39e3eeeb-87af-11ee-9eba-d324eef62dde,1.0
39e48146-0593-11f0-ae8c-297d99cd6d3f,1.0
3a0d5fdc-e88f-11ef-b648-f3ef9c19d426,1.0
3a1bd9bd-df21-11ef-b3db-a9b26c2baa07,1.0
3a1e86c1-0593-11f0-81fd-297d99cd6d3f,1.0
3a3f9b9e-0593-11f0-8fa4-c5fb62efa031,1.0
3a62617a-0593-11f0-b687-f334661aa5f2,1.0
3a6ef45d-e88f-11ef-aaed-ab10aa310123,1.0
3a7a4041-d4e1-11ee-9fb5-ad3e7ca2bf63,1.0
3a831c76-0593-11f0-9159-97943c8e8104,1.0
3a83bd87-df21-11ef-a5af-17c1d7534ffa,1.0
3acc0983-e88f-11ef-a006-a5abd5f5f900,1.3333333333333333
3ad5394f-edf9-11ef-896b-f72927add136,1.0
3ad9d11c-edf9-11ef-bc9b-e97a35e3e4d9,1.0
3ae5063a-e88f-11ef-bd01-a5abd5f5f900,1.6666666666666667
3aef3cd0-0593-11f0-8a87-97943c8e8104,1.0
3b096680-e88f-11ef-bba1-e30a54920aa4,1.0
3b09ea79-03f7-11f0-b9dd-b1efa4c0a3db,1.0
3b1eb220-edf9-11ef-b22a-b7b882427e3c,1.0
3b20e95c-edf9-11ef-8353-930bff8f3a84,1.0
3b2d150d-0593-11f0-b66b-f334661aa5f2,1.0
3b326909-df21-11ef-8991-f528e0f9b4e1,1.0
3b4c05bc-03f7-11f0-85e0-959c632a01c1,1.0
3b6a490a-03f7-11f0-ba4e-b1efa4c0a3db,1.0
3b758bc9-0593-11f0-b7d1-297d99cd6d3f,1.0
3b75c9cc-0593-11f0-95e4-97943c8e8104,1.0
3b78e4b0-87af-11ee-971e-df322f0f3510,1.0
3b8da6e8-03f7-11f0-ba40-b1efa4c0a3db,1.0
3b8f1b43-df21-11ef-a04f-418fc03509b8,1.0
3b935cf3-edf9-11ef-97d3-b7a044066491,1.0
3b9c3db4-0593-11f0-805e-97943c8e8104,1.0
3bb15d4b-e88f-11ef-8639-73567ee18e8f,1.0
3bb3a2fa-df21-11ef-bdf1-3ddce4ecfd1f,1.0
3bb4616c-df21-11ef-9916-d73dcc32d406,1.0
3bb8ce9f-b960-11ee-b23d-ebbcca50b0d1,1.0
3bbf6419-0593-11f0-9d59-c5fb62efa031,1.0
3be50b7f-df21-11ef-9db3-213f1ed41839,1.0
3bfda8c6-03f7-11f0-bfc3-252d871844e8,1.0
3c15d70a-e88f-11ef-bf84-ab10aa310123,1.0
3c2c33e4-edf9-11ef-bb77-eb1b9fa18b07,1.0
3c3ccddc-87af-11ee-9dc9-498998d5fbc6,1.0
3c3d7c0d-e88f-11ef-85b6-4daaa2e7cddd,1.0
3c410924-e88f-11ef-a5e5-d55a96a4506c,1.0
3c488ec0-edf9-11ef-a097-69397a5c9d11,1.0
3c5ac5d5-0593-11f0-a56f-f334661aa5f2,2.0
3c6d76f8-03f7-11f0-86ec-dfe871cae929,1.0
3c6f963a-87b0-11ee-999c-2b1d0885071f,1.0
3c8e9acd-87b0-11ee-9977-f15634ef6b75,1.0
3c95057e-edf9-11ef-8c6e-b7b882427e3c,1.0
3ca7c779-03f7-11f0-a41d-e105e52421e4,2.0
3cb2ccc9-df21-11ef-b96e-a9b26c2baa07,1.0
3cbb8c2d-edf9-11ef-8d1c-b7a044066491,1.0
3cc4ae42-87ae-11ee-88c2-85e000f9cde0,1.0
3cc5563f-0593-11f0-8538-f334661aa5f2,1.0
3cd8df95-e88f-11ef-8a8f-b569de96aee3,1.0
3cd8e5f0-e88f-11ef-98db-73567ee18e8f,1.0
3cdbf30e-df21-11ef-9aa5-213f1ed41839,1.0
3cdc8fe4-edf9-11ef-8c80-b5b8ac1659df,2.0
3cdd1e62-edf9-11ef-861f-cf930d6dd3d0,1.0
3ce369fc-df21-11ef-b036-d933b316e436,1.0
3d059ae1-e88f-11ef-84e2-5d13ada79fbd,1.0
3d229fef-dfe9-11ee-935c-e74cd2bd574c,1.0
3d27f503-edf9-11ef-bc7e-b7b882427e3c,1.0
3d310659-03f7-11f0-a5cd-252d871844e8,1.0
3d4db7fb-edf9-11ef-91d7-b5b8ac1659df,1.0
3d5a592d-edf9-11ef-b9bf-930bff8f3a84,1.0
3d5dd55a-03f7-11f0-a3e2-f7a7be34a74a,2.0
3d81c65b-87af-11ee-91a0-df322f0f3510,1.5
3d874fbd-df21-11ef-bff8-4feeabfb60fa,1.0
3d97617e-edf9-11ef-9e11-9b6e6ea2ec07,1.0
3d98308b-e88f-11ef-9538-a5abd5f5f900,2.0
3d9c94ce-0593-11f0-a8f6-297d99cd6d3f,2.0
3dac5c1a-87ae-11ee-805c-d11edfb50e73,1.0
3db45336-dfe9-11ee-8bd1-fb9eb7fe18a7,1.0
3dbe8b78-0593-11f0-b012-97943c8e8104,1.5
3dc21229-edf9-11ef-b577-e1bd546932f5,1.0
3dd16674-0593-11f0-a9bd-f334661aa5f2,1.0
3dda56cf-e88f-11ef-8172-5ff66ab90c67,1.0
3ddcb57d-df21-11ef-a8f3-a9b26c2baa07,1.0
3de5e0ef-edf9-11ef-9869-e1bd546932f5,1.0
3e0479ba-e88f-11ef-ba9c-3348ec9c5bac,1.0
3e314ca7-df21-11ef-97a3-c94e682e06e1,1.0
3e327f8e-0b0c-11f0-8bdc-8f703b898bbc,1.0
3e33f58c-87b0-11ee-bb95-f15634ef6b75,1.0
3e36a73b-03f7-11f0-8597-252d871844e8,1.0
3e375609-0b0c-11f0-8206-a19daa7ac5fb,2.272727272727273
3e3a2901-edf9-11ef-9e23-930bff8f3a84,1.5
3e3bb09c-df21-11ef-89f4-35c108d1d962,1.0
3e485863-0593-11f0-9f6d-97943c8e8104,1.0
3e68d08b-03f7-11f0-8f56-f7a7be34a74a,1.0
3e7c04fe-0b0c-11f0-996d-8f703b898bbc,1.0
3e91a1d7-0b0c-11f0-b63a-e9b7c0df4660,2.0
3e9786d5-87ae-11ee-87c2-4950d880aa6b,1.0
3e990154-df21-11ef-8c53-c94e682e06e1,1.0
3e9ea907-dfe9-11ee-a930-e784f5ccf6ee,1.5
3ea420c2-edf9-11ef-80a1-e51392634454,1.0
3eb225a9-df21-11ef-8b3c-472ce894232d,1.0
3eb8a39f-0b0c-11f0-b649-516d8e99f8c0,1.0
3eda60a6-0b0c-11f0-b449-bf7a39e96675,1.0
3ef490ae-df21-11ef-b688-472ce894232d,1.3333333333333333
3f0ff875-87af-11ee-9fad-673ff96890dd,1.0
3f1fe1d2-0b0c-11f0-af68-f957a4e5f75a,1.0
3f207eb4-0b0c-11f0-a388-176cf46edca7,1.0
3f46214d-0b0c-11f0-8e76-bf7a39e96675,1.0
3f471d13-e88f-11ef-8a73-7d3366484edb,1.0
3f644eeb-0b0c-11f0-b023-459cfe20b154,1.0
3f6b0261-e88f-11ef-b245-7f86bd1a30e5,1.0
3f6b264b-0b0c-11f0-ba98-f957a4e5f75a,1.0
3f7394f7-0593-11f0-83a3-97943c8e8104,1.0
3f76a9d3-87af-11ee-9541-33f3de93faa9,2.0
3f9086bd-0593-11f0-b3a1-c5fb62efa031,1.0
3f93e3ee-87ae-11ee-84da-ed5dfbd1ecd4,1.0
3f99da55-0593-11f0-95e8-f334661aa5f2,1.0
3fac4767-edf9-11ef-87e5-67660d934615,1.0
3fbbdc3f-0593-11f0-b790-ff139628680a,1.0
3fec9936-87b0-11ee-96c5-f1f0e075a906,1.0
3ff0b7d0-df21-11ef-aa2f-219a3cda92ae,1.0
3ff0bb7e-0b0c-11f0-9d5f-11aa1eb0a626,1.0
40116a7e-e88f-11ef-a081-5ff66ab90c67,1.0
401afdfe-0593-11f0-aec2-974e8a2b0a45,1.0
4025fd15-0593-11f0-b012-297d99cd6d3f,1.0
402723c1-e88f-11ef-ae62-3348ec9c5bac,1.0
403edff5-0593-11f0-944c-d110290dc799,1.0
404dbaa6-e88f-11ef-9b09-d55a96a4506c,1.0
4077dda8-e88f-11ef-a265-1f193937a174,1.0
40995e28-87ae-11ee-b15b-e9621c3afa30,1.0
409bf560-edf9-11ef-956a-b5b8ac1659df,1.0
40a2a537-87ae-11ee-b5fb-85e000f9cde0,1.0
40a5409f-0593-11f0-b6ac-ff139628680a,1.0
40c65fcf-0593-11f0-aa8c-297d99cd6d3f,1.0
40e6710b-87af-11ee-8c18-3dc176b9dc94,1.0
40f1ef9a-e88f-11ef-b871-3348ec9c5bac,1.0
40f1f5c8-e88f-11ef-8630-b569de96aee3,1.0
4104d5de-e245-11ee-a170-c57952e361fd,1.0
413852f2-eade-11ee-ac9a-a7cac95a9217,1.0
41420bae-0593-11f0-a96f-297d99cd6d3f,1.0
414fa6c0-e88f-11ef-8420-5ff66ab90c67,1.0
41614130-0593-11f0-9f81-f7178c760d21,1.0
417ac5f4-e88f-11ef-838c-1f193937a174,1.0
41a69a3d-87b0-11ee-8eaf-85e000f9cde0,1.0
41bc0dff-f486-11ef-9dec-2df6ab8c56b3,1.0
41cae692-0593-11f0-9c09-1d5e0f1f85c6,1.0
41e11b9a-e88f-11ef-a31c-5ff66ab90c67,1.0
42077622-f486-11ef-a637-bfe2df0d41ee,1.0
420bbcca-e88f-11ef-8d0a-b569de96aee3,1.0
420bc0fd-e88f-11ef-8aca-5ff66ab90c67,2.0
420c66bf-edf9-11ef-9279-930bff8f3a84,1.0
420c7ad4-0593-11f0-9bb7-f7178c760d21,1.0
421a914f-df21-11ef-937d-7390d70d0d5b,1.0
42439cb2-df21-11ef-b517-9bf886b0bae6,1.0
4251d291-87ae-11ee-9270-87446474c3d2,2.0
4273ee99-87ae-11ee-bacb-4950d880aa6b,1.0
4275631d-f486-11ef-b7f2-c90092d22111,1.0
4275d24f-e88f-11ef-af4c-99765e4fe29f,1.0
42777ad0-f486-11ef-8fab-350c3c7363a8,1.0
42783d53-df21-11ef-a521-091707f1bc20,1.0
429b64e8-edf9-11ef-ae58-e97a35e3e4d9,1.0
42cdd898-edf9-11ef-858c-4d6da9ecb0c1,1.0
42cdf2ca-df21-11ef-8736-219a3cda92ae,1.0
42f743d9-87ae-11ee-84c8-bbe4872ed907,1.0
431bc7e7-dfe9-11ee-b1ba-71d0320ea340,1.0
431db710-87ae-11ee-85e7-bbe4872ed907,1.0
433f492f-87ae-11ee-a559-ed5dfbd1ecd4,1.0
4354ac3c-e88f-11ef-8746-b569de96aee3,1.7142857142857142
439aa169-87b0-11ee-afec-8b895acfa303,1.0
439ee732-edf9-11ef-aa42-4d6da9ecb0c1,1.0
43a2db26-edf9-11ef-9a95-9b6e6ea2ec07,1.0
43abf84d-87ae-11ee-8fa1-0956827f7b84,1.0
43cc7a43-e88f-11ef-aca1-2fa2b8eb8941,1.0
43cd5d07-e88f-11ef-8409-7d3366484edb,1.0
43cea221-e88f-11ef-9072-7f86bd1a30e5,1.0
43e83bf3-edf9-11ef-8f83-9b6e6ea2ec07,2.0
43f094f5-e88f-11ef-8fea-d55a96a4506c,1.0
44424c06-e88f-11ef-943a-7912cedce8f5,1.0
444542ef-e88f-11ef-ae74-03a4670eef12,1.0
4448344a-87ae-11ee-ba2e-8540968a4aab,1.0
444a98c9-e88f-11ef-84ee-4f2f9f98db3a,1.0
444d756b-87ae-11ee-a017-23bd046534df,1.0
4467a8e6-e88f-11ef-aaad-0971d98a958e,1.0
4499bc39-df21-11ef-afd2-c95e1ad2e50d,1.0
449a5fdd-df21-11ef-9021-35c108d1d962,1.0
44a82a9e-edf9-11ef-aa3c-4d6da9ecb0c1,1.0
44c754a3-edf9-11ef-8c48-9b6e6ea2ec07,1.0
44ce9394-87af-11ee-bde2-d11edfb50e73,1.0
45282127-edf9-11ef-8d0a-79b38be6a662,1.0
4535e6ca-e88f-11ef-9968-d55a96a4506c,1.0
45379ac7-e88f-11ef-837d-ad5576bab3ed,1.0
4544c399-edf9-11ef-b328-79b38be6a662,1.0
45606d0e-edf9-11ef-a0b1-79b38be6a662,2.0
45880a2b-87b0-11ee-9897-33f3de93faa9,1.0
45b8db40-87ae-11ee-b286-055528d76b1d,1.0
4622f54b-87b0-11ee-8a8e-9de8ebbd66f9,2.0
463861e1-5ef7-11ee-8b80-cd2349703c90,2.0
4660bdf1-df21-11ef-985f-213f1ed41839,1.0
4665af08-e88f-11ef-a1bd-0971d98a958e,1.0
466d9b3e-edf9-11ef-90d8-f72927add136,1.0
46915370-e88f-11ef-91f8-ff3ebd051482,1.0
46b48b84-87b0-11ee-981d-85e000f9cde0,1.0
46d16324-87af-11ee-90be-8540968a4aab,1.0
46e53232-5ef7-11ee-a7c0-b7d376702459,2.0
46ec3bbc-f379-11ef-92c3-3f0ec03cf563,1.0
471436b1-edf9-11ef-ab13-9b6e6ea2ec07,1.0
47329cf0-f379-11ef-86e7-1730b4624cc3,1.0
47739be3-e88f-11ef-b076-d55a96a4506c,1.0
47769ad4-f379-11ef-bad0-d9df1877674a,1.0
478acbd8-df21-11ef-b0a9-81602c7c95e8,1.0
47928db7-f379-11ef-9e26-f9f71dd4e1f5,1.0
47b5dad3-f379-11ef-99ca-416452a63a99,1.0
47cb9604-edf9-11ef-bce9-e51392634454,1.0
47d2f3fc-df21-11ef-b097-a767bc0c5577,2.0
47e8973f-87b0-11ee-8a59-0956827f7b84,1.0
47fecd92-f379-11ef-8615-19050feb534d,1.0
4800d342-f379-11ef-ad69-33357b2e69d8,1.0
4822d484-f379-11ef-b74c-3f0ec03cf563,1.0
4825e73f-87af-11ee-8ef2-b930ff90fc81,1.0
482698ec-f379-11ef-8618-1964e51affe0,1.0
482b9947-f379-11ef-a0ff-636bd74812f2,1.0
48372f13-5ef7-11ee-9a97-87603286ef7f,1.0
48376f33-5ef7-11ee-b4a4-6defd8a2a73e,1.0
48452284-f379-11ef-9683-83a78fba3f1e,1.0
484bad1a-87af-11ee-91d4-673ff96890dd,1.0
485bb944-87b0-11ee-8675-8540968a4aab,1.0
486b8b7f-f379-11ef-9df2-27d447ec15d9,1.0
4886461c-f379-11ef-be72-27d447ec15d9,1.0
48a0af51-e88f-11ef-830b-4daaa2e7cddd,1.0
48aa2e4a-f379-11ef-81a4-971a4770b5b5,1.0
48d385b9-e88f-11ef-99cf-7f86bd1a30e5,1.0
48f05bd2-87b0-11ee-b2d6-33f3de93faa9,1.0
48fa287a-5ef7-11ee-a469-459f44b9a044,3.0
49179dc2-f379-11ef-95ae-f9f71dd4e1f5,1.0
491d6dfd-5ef7-11ee-a492-97f376a3bbdb,1.0
49309b2f-f379-11ef-b9af-f9f71dd4e1f5,1.0
493965c3-e88f-11ef-a4c4-bf1ae9272d3d,2.0
4951719d-87af-11ee-a332-adc20e485e61,1.0
4960878b-e88f-11ef-a3c2-5d13ada79fbd,1.0
4979003a-f379-11ef-82f0-f1ace75ff963,1.0
49d4e5f5-f379-11ef-98ae-63115e13edcc,2.0
49dbb62e-f379-11ef-926f-63115e13edcc,2.0
49e08424-f379-11ef-a3d1-971a4770b5b5,1.0
4a038741-87ae-11ee-b1b4-7f241295132f,1.0
4a06d364-5ef7-11ee-ae52-71b8c883bccc,1.0
4a22e194-f379-11ef-b993-b112d8f37da4,1.0
4a361ec6-87af-11ee-ba07-df75cd34e5a4,1.0
4a48ad52-e88f-11ef-995a-3348ec9c5bac,1.0
4a648eda-87ae-11ee-8447-f30dd2de4340,1.0
4a6b2065-5ef7-11ee-80bd-bba35888974a,1.0
4a85d454-f379-11ef-ae89-299122aeabd4,2.0
4aa5ab10-87b0-11ee-80b9-c14a6c4c1780,1.0
4aaa4d20-87af-11ee-8935-2b1d0885071f,1.0
4aaba562-87ae-11ee-8508-bbe4872ed907,1.0
4aac07e7-f379-11ef-94b7-f7eaf9b74fbb,1.0
4ac2a4ce-87af-11ee-baa1-91d0ff8c2ae8,1.0
4ae03e1d-3d5c-11ef-ba5e-f75513f6a295,1.6
4aeba057-f379-11ef-92c2-299122aeabd4,2.0
4afaf33e-5ef7-11ee-818f-538a8eb842c1,1.0
4b1103a8-f379-11ef-8574-a9fe4a008fed,1.0
4b127b34-f379-11ef-859e-1964e51affe0,1.0
4b12aa50-f379-11ef-bba5-d34641a0fdee,1.0
4b18f71d-f379-11ef-bfc1-a9fe4a008fed,1.0
4b35522f-f379-11ef-b6c6-1964e51affe0,1.0
4b39655d-f379-11ef-b333-299122aeabd4,1.0
4b56a913-87af-11ee-8e28-f30dd2de4340,1.0
4b5dd4bd-87af-11ee-91fc-e35a688b4e60,1.0
